Unnamed: 0,Product,Type,Release Date,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (MHz),Foundry,Vendor,FP16 GFLOPS,FP32 GFLOPS,FP64 GFLOPS,TDP CATEGORY,year,'Transistor Density (million per mm^2)',FP16 GFLOPS per W,FP32 GFLOPS per W,FP64 GFLOPS per W
143,AMD A4-3420,CPU,2011-12-20,32.0,65.0,228.0,1178.0,2800.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2011.0,5.166666666666667,0.0,0.0,0.0
144,Intel Pentium 4 1.80,CPU,2001-08-27,180.0,67.0,217.0,42.0,1800.0,Intel,Intel,0.0,0.0,0.0,medium <100,2001.0,0.1935483870967742,0.0,0.0,0.0
145,AMD Opteron 248,CPU,2004-12-01,90.0,85.0,148.0,106.0,2200.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2004.0,0.7162162162162162,0.0,0.0,0.0
146,Intel Pentium 4 506,CPU,2005-06-01,90.0,84.0,109.0,125.0,2660.0,Intel,Intel,0.0,0.0,0.0,medium <100,2005.0,1.146788990825688,0.0,0.0,0.0
147,Intel Core i7-3840QM,CPU,2012-09-03,22.0,45.0,160.0,1400.0,2800.0,Intel,Intel,0.0,0.0,0.0,medium <100,2012.0,8.75,0.0,0.0,0.0
148,Intel Pentium 4 2.53,CPU,2002-05-06,130.0,110.0,146.0,55.0,2527.0,Intel,Intel,0.0,0.0,0.0,high <200,2002.0,0.3767123287671233,0.0,0.0,0.0
149,Intel Mobile Pentium 4 2.40,CPU,2003-06-11,130.0,60.0,131.0,55.0,2400.0,Intel,Intel,0.0,0.0,0.0,medium <100,2003.0,0.4198473282442748,0.0,0.0,0.0
150,Intel Xeon Phi 7110P,CPU,2012-11-12,22.0,300.0,350.0,5000.0,1250.0,Intel,Intel,0.0,0.0,0.0,,2012.0,14.285714285714286,0.0,0.0,0.0
151,Intel Core i3-7300,CPU,2017-01-03,14.0,51.0,148.0,624.0,4000.0,Intel,Intel,0.0,0.0,0.0,medium <100,2017.0,4.216216216216216,0.0,0.0,0.0
152,Intel Core i7-3520M,CPU,2012-06-03,22.0,35.0,118.0,624.0,2900.0,Intel,Intel,0.0,0.0,0.0,medium <100,2012.0,5.288135593220339,0.0,0.0,0.0
153,AMD Turion 64 MT-30,CPU,2005-03-10,90.0,22.0,125.0,114.0,1600.0,Unknown,AMD,0.0,0.0,0.0,low<30,2005.0,0.912,0.0,0.0,0.0
154,AMD Sempron LE-1300,CPU,2007-10-08,65.0,45.0,148.0,624.0,2300.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2007.0,4.216216216216216,0.0,0.0,0.0
155,Intel Atom Z625,CPU,2010-05-04,45.0,2.0,65.0,140.0,1900.0,Intel,Intel,0.0,0.0,0.0,low<30,2010.0,2.1538461538461537,0.0,0.0,0.0
156,Intel Core i5-4200U,CPU,2013-06-04,22.0,15.0,118.0,1400.0,1600.0,Intel,Intel,0.0,0.0,0.0,low<30,2013.0,11.864406779661017,0.0,0.0,0.0
157,Intel Pentium E5700,CPU,2010-08-08,45.0,65.0,82.0,228.0,3000.0,Intel,Intel,0.0,0.0,0.0,medium <100,2010.0,2.7804878048780486,0.0,0.0,0.0
158,Intel Core i3-3110M,CPU,2012-06-01,22.0,35.0,118.0,624.0,2400.0,Intel,Intel,0.0,0.0,0.0,medium <100,2012.0,5.288135593220339,0.0,0.0,0.0
159,Intel Pentium G3420T,CPU,2013-09-01,22.0,35.0,177.0,1400.0,2700.0,Intel,Intel,0.0,0.0,0.0,medium <100,2013.0,7.909604519774011,0.0,0.0,0.0
160,AMD E1-1500,CPU,2013-01-06,40.0,18.0,75.0,624.0,1480.0,Unknown,AMD,0.0,0.0,0.0,low<30,2013.0,8.32,0.0,0.0,0.0
161,AMD A10-9700E,CPU,2017-07-27,28.0,35.0,246.0,1178.0,3000.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2017.0,4.788617886178862,0.0,0.0,0.0
162,Intel Pentium 4-M 2.00,CPU,2002-06-24,130.0,32.0,131.0,55.0,2000.0,Intel,Intel,0.0,0.0,0.0,medium <100,2002.0,0.4198473282442748,0.0,0.0,0.0
163,Intel Xeon E5620,CPU,2010-03-16,32.0,80.0,239.0,1170.0,2400.0,Intel,Intel,0.0,0.0,0.0,medium <100,2010.0,4.895397489539749,0.0,0.0,0.0
164,Intel Core i3-3120M,CPU,2012-09-30,22.0,35.0,118.0,624.0,2500.0,Intel,Intel,0.0,0.0,0.0,medium <100,2012.0,5.288135593220339,0.0,0.0,0.0
165,AMD Opteron 6274,CPU,2011-11-14,32.0,115.0,316.0,2400.0,2200.0,Unknown,AMD,0.0,0.0,0.0,high <200,2011.0,7.594936708860759,0.0,0.0,0.0
166,AMD Ryzen 7 1800X,CPU,2017-03-02,14.0,95.0,192.0,4800.0,3600.0,GF,AMD,0.0,0.0,0.0,medium <100,2017.0,25.0,0.0,0.0,0.0
167,Intel Core i3-3120ME,CPU,2012-08-01,22.0,35.0,118.0,624.0,2400.0,Intel,Intel,0.0,0.0,0.0,medium <100,2012.0,5.288135593220339,0.0,0.0,0.0
168,AMD Ryzen 3 3200U,CPU,2019-01-06,12.0,15.0,210.0,4940.0,2600.0,GF,AMD,0.0,0.0,0.0,low<30,2019.0,23.523809523809526,0.0,0.0,0.0
169,Intel Xeon E-2124G,CPU,2018-05-31,14.0,72.0,126.0,1400.0,3400.0,Intel,Intel,0.0,0.0,0.0,medium <100,2018.0,11.11111111111111,0.0,0.0,0.0
170,AMD Athlon 700,CPU,2000-06-05,180.0,40.0,120.0,37.0,700.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2000.0,0.30833333333333335,0.0,0.0,0.0
171,AMD Athlon 64 2700+,CPU,2004-04-27,130.0,32.0,144.0,69.0,1600.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2004.0,0.4791666666666667,0.0,0.0,0.0
172,AMD Ryzen 7 2700X,CPU,2018-04-19,12.0,105.0,192.0,4800.0,3700.0,GF,AMD,0.0,0.0,0.0,high <200,2018.0,25.0,0.0,0.0,0.0
173,AMD Ryzen Embedded V1807B,CPU,2018-02-21,14.0,45.0,210.0,4950.0,3350.0,GF,AMD,0.0,0.0,0.0,medium <100,2018.0,23.571428571428573,0.0,0.0,0.0
174,AMD Athlon II X3 415e,CPU,2010-05-11,45.0,45.0,169.0,300.0,2500.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2010.0,1.7751479289940828,0.0,0.0,0.0
175,Intel Core i5-2310,CPU,2011-05-22,32.0,95.0,216.0,1160.0,2900.0,Intel,Intel,0.0,0.0,0.0,medium <100,2011.0,5.37037037037037,0.0,0.0,0.0
176,AMD FX-8320,CPU,2012-10-23,32.0,125.0,315.0,1200.0,3500.0,Unknown,AMD,0.0,0.0,0.0,high <200,2012.0,3.8095238095238093,0.0,0.0,0.0
177,Intel Core i7-10700K,CPU,2020-04-30,14.0,125.0,148.0,624.0,3800.0,Intel,Intel,0.0,0.0,0.0,high <200,2020.0,4.216216216216216,0.0,0.0,0.0
178,AMD Opteron 6386 SE,CPU,2012-11-05,32.0,140.0,315.0,2400.0,2800.0,Unknown,AMD,0.0,0.0,0.0,high <200,2012.0,7.619047619047619,0.0,0.0,0.0
179,AMD Opteron X2 875,CPU,2005-09-26,90.0,95.0,148.0,233.0,2200.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2005.0,1.5743243243243243,0.0,0.0,0.0
180,Intel Celeron 877,CPU,2012-07-01,32.0,17.0,131.0,504.0,1400.0,Intel,Intel,0.0,0.0,0.0,low<30,2012.0,3.8473282442748094,0.0,0.0,0.0
181,AMD Phenom II X6 1100T BE,CPU,2010-12-07,45.0,125.0,346.0,904.0,3300.0,Unknown,AMD,0.0,0.0,0.0,high <200,2010.0,2.61271676300578,0.0,0.0,0.0
182,Intel Core i3-5157U,CPU,2015-03-01,14.0,28.0,148.0,624.0,2500.0,Intel,Intel,0.0,0.0,0.0,low<30,2015.0,4.216216216216216,0.0,0.0,0.0
183,Intel Core i3-4130,CPU,2013-09-01,22.0,54.0,177.0,1400.0,3400.0,Intel,Intel,0.0,0.0,0.0,medium <100,2013.0,7.909604519774011,0.0,0.0,0.0
184,Intel Core i7-3910K,CPU,2013-07-24,32.0,130.0,435.0,2270.0,3000.0,Intel,Intel,0.0,0.0,0.0,high <200,2013.0,5.218390804597701,0.0,0.0,0.0
185,Intel Core i7-3632QM,CPU,2012-10-19,22.0,35.0,160.0,1480.0,2200.0,Intel,Intel,0.0,0.0,0.0,medium <100,2012.0,9.25,0.0,0.0,0.0
186,Intel Core i7-8670T,CPU,2018-09-01,14.0,35.0,148.0,624.0,2300.0,Intel,Intel,0.0,0.0,0.0,medium <100,2018.0,4.216216216216216,0.0,0.0,0.0
187,AMD Opteron 144,CPU,2005-08-02,90.0,67.0,148.0,106.0,1800.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2005.0,0.7162162162162162,0.0,0.0,0.0
188,Intel Core i7-5650U,CPU,2015-03-01,14.0,15.0,148.0,624.0,2200.0,Intel,Intel,0.0,0.0,0.0,low<30,2015.0,4.216216216216216,0.0,0.0,0.0
189,Intel Pentium 4 HT 515,CPU,2001-01-01,90.0,84.0,109.0,125.0,2933.0,Intel,Intel,0.0,0.0,0.0,medium <100,2001.0,1.146788990825688,0.0,0.0,0.0
190,AMD Opteron 242,CPU,2004-05-18,130.0,82.0,193.0,106.0,1600.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2004.0,0.5492227979274611,0.0,0.0,0.0
191,Intel Core i5-7600,CPU,2017-01-03,14.0,65.0,148.0,624.0,3500.0,Intel,Intel,0.0,0.0,0.0,medium <100,2017.0,4.216216216216216,0.0,0.0,0.0
192,Intel Xeon 2.8,CPU,2005-10-10,90.0,135.0,213.0,200.0,2800.0,Intel,Intel,0.0,0.0,0.0,high <200,2005.0,0.9389671361502347,0.0,0.0,0.0
193,Intel Core 2 Duo E7600,CPU,2009-05-10,45.0,65.0,82.0,228.0,3067.0,Intel,Intel,0.0,0.0,0.0,medium <100,2009.0,2.7804878048780486,0.0,0.0,0.0
194,Intel Core i7-9700K,CPU,2018-10-19,14.0,95.0,148.0,624.0,3600.0,Intel,Intel,0.0,0.0,0.0,medium <100,2018.0,4.216216216216216,0.0,0.0,0.0
195,AMD Phenom II X4 910,CPU,2009-02-09,45.0,95.0,258.0,758.0,2600.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2009.0,2.937984496124031,0.0,0.0,0.0
196,AMD EPYC 73F3,CPU,2021-03-15,7.0,240.0,148.0,624.0,3500.0,TSMC,AMD,0.0,0.0,0.0,,2021.0,4.216216216216216,0.0,0.0,0.0
197,AMD Sempron 2500+,CPU,2004-07-28,130.0,62.0,80.0,37.0,1750.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2004.0,0.4625,0.0,0.0,0.0
198,Intel Pentium G3450,CPU,2014-05-01,22.0,54.0,177.0,1400.0,3300.0,Intel,Intel,0.0,0.0,0.0,medium <100,2014.0,7.909604519774011,0.0,0.0,0.0
199,AMD EPYC 7601,CPU,2017-06-29,14.0,180.0,213.0,4800.0,2200.0,GF,AMD,0.0,0.0,0.0,high <200,2017.0,22.535211267605632,0.0,0.0,0.0
200,Intel Xeon E7-8860 v3,CPU,2015-06-01,22.0,140.0,160.0,1400.0,2200.0,Intel,Intel,0.0,0.0,0.0,high <200,2015.0,8.75,0.0,0.0,0.0
201,Intel Xeon 5140,CPU,2006-06-26,65.0,65.0,148.0,624.0,2333.0,Intel,Intel,0.0,0.0,0.0,medium <100,2006.0,4.216216216216216,0.0,0.0,0.0
202,AMD Phenom X4 9850 BE,CPU,2008-03-27,65.0,125.0,285.0,450.0,2500.0,Unknown,AMD,0.0,0.0,0.0,high <200,2008.0,1.5789473684210527,0.0,0.0,0.0
203,AMD Ryzen 3 3100,CPU,2020-04-24,7.0,65.0,74.0,3800.0,3600.0,TSMC,AMD,0.0,0.0,0.0,medium <100,2020.0,51.351351351351354,0.0,0.0,0.0
204,Intel Core i7-4940MX,CPU,2014-01-20,22.0,57.0,177.0,1400.0,3100.0,Intel,Intel,0.0,0.0,0.0,medium <100,2014.0,7.909604519774011,0.0,0.0,0.0
205,Intel Core 2 Quad Q6600 (105W),CPU,2007-01-07,65.0,105.0,143.0,582.0,2400.0,Intel,Intel,0.0,0.0,0.0,high <200,2007.0,4.06993006993007,0.0,0.0,0.0
206,AMD Athlon 64 FX-62,CPU,2006-05-23,90.0,125.0,220.0,243.0,2800.0,Unknown,AMD,0.0,0.0,0.0,high <200,2006.0,1.1045454545454545,0.0,0.0,0.0
207,AMD Athlon X2 7750 BE,CPU,2008-12-15,65.0,95.0,285.0,450.0,2700.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2008.0,1.5789473684210527,0.0,0.0,0.0
208,Intel Core i7-3740QM,CPU,2012-09-03,22.0,45.0,160.0,1400.0,2700.0,Intel,Intel,0.0,0.0,0.0,medium <100,2012.0,8.75,0.0,0.0,0.0
209,Intel Core i3-4150T,CPU,2014-05-01,22.0,35.0,177.0,1400.0,2900.0,Intel,Intel,0.0,0.0,0.0,medium <100,2014.0,7.909604519774011,0.0,0.0,0.0
210,Intel Atom N570,CPU,2011-03-01,45.0,9.0,87.0,176.0,1667.0,Intel,Intel,0.0,0.0,0.0,low<30,2011.0,2.0229885057471266,0.0,0.0,0.0
211,Intel Core 2 Duo T7300,CPU,2006-07-27,65.0,35.0,143.0,293.0,2000.0,Intel,Intel,0.0,0.0,0.0,medium <100,2006.0,2.0489510489510487,0.0,0.0,0.0
212,Intel Atom E645C,CPU,2010-11-22,45.0,4.0,26.0,47.0,1000.0,Intel,Intel,0.0,0.0,0.0,low<30,2010.0,1.8076923076923077,0.0,0.0,0.0
213,Intel Core i7-5820K,CPU,2014-09-01,22.0,140.0,356.0,2600.0,3300.0,Intel,Intel,0.0,0.0,0.0,high <200,2014.0,7.303370786516854,0.0,0.0,0.0
214,Intel Celeron E3400,CPU,2010-01-17,45.0,65.0,82.0,228.0,2600.0,Intel,Intel,0.0,0.0,0.0,medium <100,2010.0,2.7804878048780486,0.0,0.0,0.0
215,AMD FX-6120,CPU,2012-10-23,32.0,95.0,315.0,1200.0,3600.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2012.0,3.8095238095238093,0.0,0.0,0.0
216,Intel Pentium G632,CPU,2011-09-04,32.0,65.0,131.0,504.0,2700.0,Intel,Intel,0.0,0.0,0.0,medium <100,2011.0,3.8473282442748094,0.0,0.0,0.0
217,Intel Pentium 4 HT 531,CPU,2005-06-12,90.0,84.0,109.0,125.0,3000.0,Intel,Intel,0.0,0.0,0.0,medium <100,2005.0,1.146788990825688,0.0,0.0,0.0
218,AMD Opteron 248 HE,CPU,2005-03-01,90.0,55.0,148.0,106.0,2200.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2005.0,0.7162162162162162,0.0,0.0,0.0
219,AMD Opteron X2 290,CPU,2006-01-01,90.0,95.0,148.0,233.0,2800.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2006.0,1.5743243243243243,0.0,0.0,0.0
220,Intel Pentium 4 HT 3.20,CPU,2003-06-23,130.0,82.0,131.0,55.0,3200.0,Intel,Intel,0.0,0.0,0.0,medium <100,2003.0,0.4198473282442748,0.0,0.0,0.0
221,AMD Athlon II X4 610e,CPU,2010-05-11,45.0,45.0,169.0,300.0,2400.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2010.0,1.7751479289940828,0.0,0.0,0.0
222,Intel Core i3-3110M,CPU,2012-06-01,22.0,35.0,118.0,624.0,2400.0,Intel,Intel,0.0,0.0,0.0,medium <100,2012.0,5.288135593220339,0.0,0.0,0.0
223,Intel Core i7-5550U,CPU,2015-03-01,14.0,15.0,148.0,624.0,2000.0,Intel,Intel,0.0,0.0,0.0,low<30,2015.0,4.216216216216216,0.0,0.0,0.0
224,AMD Sempron 2800+,CPU,2006-05-23,90.0,62.0,103.0,81.0,1600.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2006.0,0.7864077669902912,0.0,0.0,0.0
225,AMD FX-9590,CPU,2013-07-06,32.0,220.0,315.0,1200.0,4700.0,Unknown,AMD,0.0,0.0,0.0,,2013.0,3.8095238095238093,0.0,0.0,0.0
226,Intel Pentium 4 2.0,CPU,2002-01-07,130.0,92.0,146.0,125.0,2000.0,Intel,Intel,0.0,0.0,0.0,medium <100,2002.0,0.8561643835616438,0.0,0.0,0.0
227,AMD EPYC 7443P,CPU,2021-03-15,7.0,200.0,148.0,624.0,2850.0,TSMC,AMD,0.0,0.0,0.0,high <200,2021.0,4.216216216216216,0.0,0.0,0.0
228,Intel Celeron G1620T,CPU,2013-09-01,22.0,35.0,94.0,624.0,2400.0,Intel,Intel,0.0,0.0,0.0,medium <100,2013.0,6.638297872340425,0.0,0.0,0.0
229,AMD Phenom II X6 1055T (95W),CPU,2010-05-01,45.0,95.0,346.0,904.0,2800.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2010.0,2.61271676300578,0.0,0.0,0.0
230,AMD A4-4000,CPU,2013-06-01,32.0,65.0,246.0,1178.0,3000.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2013.0,4.788617886178862,0.0,0.0,0.0
231,AMD Phenom X4 9650,CPU,2008-03-27,65.0,95.0,285.0,450.0,2300.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2008.0,1.5789473684210527,0.0,0.0,0.0
232,AMD Athlon XP 2600+,CPU,2003-09-01,130.0,68.0,148.0,63.0,2083.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2003.0,0.42567567567567566,0.0,0.0,0.0
233,Intel Core i5-4350U,CPU,2013-06-04,22.0,15.0,118.0,1400.0,1400.0,Intel,Intel,0.0,0.0,0.0,low<30,2013.0,11.864406779661017,0.0,0.0,0.0
234,AMD Ryzen Threadripper 1900X,CPU,2017-08-31,14.0,125.0,213.0,9600.0,3800.0,GF,AMD,0.0,0.0,0.0,high <200,2017.0,45.070422535211264,0.0,0.0,0.0
235,Intel Celeron B820,CPU,2012-07-01,32.0,35.0,131.0,504.0,1700.0,Intel,Intel,0.0,0.0,0.0,medium <100,2012.0,3.8473282442748094,0.0,0.0,0.0
236,Intel Xeon W3670,CPU,2010-08-29,32.0,130.0,239.0,1170.0,3200.0,Intel,Intel,0.0,0.0,0.0,high <200,2010.0,4.895397489539749,0.0,0.0,0.0
237,Intel Core i7-7740X,CPU,2017-06-26,14.0,112.0,148.0,624.0,4300.0,Intel,Intel,0.0,0.0,0.0,high <200,2017.0,4.216216216216216,0.0,0.0,0.0
238,Intel Core i7-4610M,CPU,2014-02-01,22.0,37.0,118.0,1300.0,3000.0,Intel,Intel,0.0,0.0,0.0,medium <100,2014.0,11.016949152542374,0.0,0.0,0.0
239,AMD Opteron 6282 SE,CPU,2011-11-14,32.0,140.0,316.0,2400.0,2600.0,Unknown,AMD,0.0,0.0,0.0,high <200,2011.0,7.594936708860759,0.0,0.0,0.0
240,Intel Celeron N2805,CPU,2013-09-11,22.0,4.0,148.0,624.0,1463.0,Intel,Intel,0.0,0.0,0.0,low<30,2013.0,4.216216216216216,0.0,0.0,0.0
241,Intel Pentium 4 HT 631,CPU,2006-01-05,65.0,86.0,81.0,188.0,3000.0,Intel,Intel,0.0,0.0,0.0,medium <100,2006.0,2.3209876543209877,0.0,0.0,0.0
242,Intel Xeon L5609,CPU,2010-03-16,32.0,40.0,239.0,1170.0,1866.0,Intel,Intel,0.0,0.0,0.0,medium <100,2010.0,4.895397489539749,0.0,0.0,0.0
243,AMD Phenom II X3 715 BE,CPU,2010-10-01,45.0,95.0,258.0,758.0,2800.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2010.0,2.937984496124031,0.0,0.0,0.0
244,Intel Core i5-8420T,CPU,2018-09-01,14.0,35.0,148.0,624.0,1800.0,Intel,Intel,0.0,0.0,0.0,medium <100,2018.0,4.216216216216216,0.0,0.0,0.0
245,AMD Opteron 152,CPU,2005-08-02,90.0,104.0,148.0,106.0,2600.0,Unknown,AMD,0.0,0.0,0.0,high <200,2005.0,0.7162162162162162,0.0,0.0,0.0
246,AMD Sempron 3400+,CPU,2006-01-23,90.0,62.0,148.0,69.0,2000.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2006.0,0.46621621621621623,0.0,0.0,0.0
247,Intel Xeon E5603,CPU,2011-02-14,32.0,80.0,239.0,1170.0,1600.0,Intel,Intel,0.0,0.0,0.0,medium <100,2011.0,4.895397489539749,0.0,0.0,0.0
248,Intel Pentium G2100T,CPU,2012-09-03,22.0,35.0,94.0,624.0,2600.0,Intel,Intel,0.0,0.0,0.0,medium <100,2012.0,6.638297872340425,0.0,0.0,0.0
249,AMD Sempron 2600+,CPU,2004-07-28,90.0,62.0,148.0,63.0,1600.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2004.0,0.42567567567567566,0.0,0.0,0.0
250,Intel Pentium 4 HT 660,CPU,2005-02-20,90.0,84.0,109.0,169.0,3600.0,Intel,Intel,0.0,0.0,0.0,medium <100,2005.0,1.5504587155963303,0.0,0.0,0.0
251,AMD Athlon Gold PRO 3150GE,CPU,2020-07-21,12.0,35.0,148.0,624.0,3500.0,GF,AMD,0.0,0.0,0.0,medium <100,2020.0,4.216216216216216,0.0,0.0,0.0
252,Intel Core i7-10750H,CPU,2020-04-02,14.0,45.0,148.0,624.0,2600.0,Intel,Intel,0.0,0.0,0.0,medium <100,2020.0,4.216216216216216,0.0,0.0,0.0
253,Intel Celeron 887,CPU,2012-09-01,32.0,17.0,131.0,504.0,1500.0,Intel,Intel,0.0,0.0,0.0,low<30,2012.0,3.8473282442748094,0.0,0.0,0.0
254,AMD A8-3550MX,CPU,2011-12-20,32.0,45.0,228.0,1178.0,2000.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2011.0,5.166666666666667,0.0,0.0,0.0
255,Intel Xeon E-2124,CPU,2018-05-31,14.0,72.0,126.0,1400.0,3400.0,Intel,Intel,0.0,0.0,0.0,medium <100,2018.0,11.11111111111111,0.0,0.0,0.0
256,AMD Phenom II X4 830,CPU,2009-09-01,45.0,95.0,258.0,758.0,2800.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2009.0,2.937984496124031,0.0,0.0,0.0
257,AMD Athlon II X2 250,CPU,2009-06-02,45.0,65.0,117.0,410.0,3000.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2009.0,3.5042735042735043,0.0,0.0,0.0
258,AMD FX-6200,CPU,2012-02-27,32.0,125.0,315.0,1200.0,3800.0,Unknown,AMD,0.0,0.0,0.0,high <200,2012.0,3.8095238095238093,0.0,0.0,0.0
259,AMD Opteron 848,CPU,2004-05-18,130.0,89.0,193.0,106.0,2200.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2004.0,0.5492227979274611,0.0,0.0,0.0
260,AMD Phenom X4 9350e,CPU,2008-07-01,65.0,65.0,285.0,450.0,2000.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2008.0,1.5789473684210527,0.0,0.0,0.0
261,Intel Pentium B980,CPU,2012-09-01,32.0,35.0,131.0,504.0,2400.0,Intel,Intel,0.0,0.0,0.0,medium <100,2012.0,3.8473282442748094,0.0,0.0,0.0
262,AMD Athlon II X4 635,CPU,2010-01-25,45.0,95.0,169.0,300.0,2900.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2010.0,1.7751479289940828,0.0,0.0,0.0
263,Intel Celeron B810,CPU,2011-03-01,32.0,35.0,131.0,504.0,1600.0,Intel,Intel,0.0,0.0,0.0,medium <100,2011.0,3.8473282442748094,0.0,0.0,0.0
264,Intel A100,CPU,2007-06-01,90.0,3.0,66.0,176.0,600.0,Intel,Intel,0.0,0.0,0.0,low<30,2007.0,2.6666666666666665,0.0,0.0,0.0
265,AMD Opteron X1150,CPU,2013-05-29,28.0,17.0,148.0,624.0,2000.0,Unknown,AMD,0.0,0.0,0.0,low<30,2013.0,4.216216216216216,0.0,0.0,0.0
266,Intel Core i9-9820X,CPU,2018-10-19,14.0,165.0,148.0,624.0,3300.0,Intel,Intel,0.0,0.0,0.0,high <200,2018.0,4.216216216216216,0.0,0.0,0.0
267,AMD A12-9800E,CPU,2017-07-27,28.0,35.0,246.0,1178.0,3100.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2017.0,4.788617886178862,0.0,0.0,0.0
268,Intel Xeon Phi SE10P,CPU,2012-11-12,22.0,300.0,350.0,5000.0,1100.0,Intel,Intel,0.0,0.0,0.0,,2012.0,14.285714285714286,0.0,0.0,0.0
269,Intel Core 2 Duo E6750,CPU,2007-07-01,65.0,65.0,143.0,291.0,2667.0,Intel,Intel,0.0,0.0,0.0,medium <100,2007.0,2.034965034965035,0.0,0.0,0.0
270,Intel Core i7-990X,CPU,2011-02-24,32.0,130.0,239.0,1170.0,3466.0,Intel,Intel,0.0,0.0,0.0,high <200,2011.0,4.895397489539749,0.0,0.0,0.0
271,Intel Core i5-9400,CPU,2018-10-19,14.0,65.0,148.0,624.0,2900.0,Intel,Intel,0.0,0.0,0.0,medium <100,2018.0,4.216216216216216,0.0,0.0,0.0
272,Intel Core 2 Duo E4300,CPU,2006-07-27,65.0,65.0,111.0,167.0,1800.0,Intel,Intel,0.0,0.0,0.0,medium <100,2006.0,1.5045045045045045,0.0,0.0,0.0
273,AMD A4-1250,CPU,2013-05-23,32.0,8.0,246.0,1178.0,1000.0,Unknown,AMD,0.0,0.0,0.0,low<30,2013.0,4.788617886178862,0.0,0.0,0.0
274,Intel Pentium 4 HT 2.80,CPU,2003-05-21,130.0,70.0,131.0,55.0,2800.0,Intel,Intel,0.0,0.0,0.0,medium <100,2003.0,0.4198473282442748,0.0,0.0,0.0
275,AMD Ryzen 7 1700X,CPU,2017-03-02,14.0,95.0,192.0,4800.0,3400.0,GF,AMD,0.0,0.0,0.0,medium <100,2017.0,25.0,0.0,0.0,0.0
276,AMD A6-3650,CPU,2011-06-30,32.0,100.0,228.0,1178.0,2600.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2011.0,5.166666666666667,0.0,0.0,0.0
277,AMD Ryzen Embedded V1605B,CPU,2018-02-21,14.0,15.0,210.0,4950.0,2000.0,GF,AMD,0.0,0.0,0.0,low<30,2018.0,23.571428571428573,0.0,0.0,0.0
278,Intel Pentium 4 HT 620,CPU,2005-02-20,90.0,84.0,135.0,169.0,2800.0,Intel,Intel,0.0,0.0,0.0,medium <100,2005.0,1.2518518518518518,0.0,0.0,0.0
279,Intel Core 2 Duo T5600,CPU,2006-07-27,65.0,35.0,143.0,624.0,1833.0,Intel,Intel,0.0,0.0,0.0,medium <100,2006.0,4.363636363636363,0.0,0.0,0.0
280,AMD Athlon 64 LE-1640,CPU,2009-01-07,90.0,45.0,3.0,154.0,2600.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2009.0,51.333333333333336,0.0,0.0,0.0
281,AMD Sempron 2800+,CPU,2004-07-28,90.0,25.0,148.0,63.0,1600.0,Unknown,AMD,0.0,0.0,0.0,low<30,2004.0,0.42567567567567566,0.0,0.0,0.0
282,AMD A10-5800B,CPU,2012-10-02,32.0,100.0,246.0,1178.0,3800.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2012.0,4.788617886178862,0.0,0.0,0.0
283,Intel Core Solo T1200,CPU,2006-01-05,65.0,27.0,90.0,151.0,1500.0,Intel,Intel,0.0,0.0,0.0,low<30,2006.0,1.6777777777777778,0.0,0.0,0.0
284,Intel Xeon Phi 7285,CPU,2017-12-01,14.0,250.0,148.0,8000.0,1300.0,Intel,Intel,0.0,0.0,0.0,,2017.0,54.054054054054056,0.0,0.0,0.0
