Unnamed: 0,Product,Type,Release Date,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (MHz),Foundry,Vendor,FP16 GFLOPS,FP32 GFLOPS,FP64 GFLOPS,TDP CATEGORY,year,'Transistor Density (million per mm^2)',FP16 GFLOPS per W,FP32 GFLOPS per W,FP64 GFLOPS per W,Log Transistors (million),Log FP16 GFLOPS,Log FP32 GFLOPS,Log FP64 GFLOPS
3421,NVIDIA Tesla K10,GPU,2012-05-01,28.0,2.067006533660689,0.9707238875791252,3540.0,-0.7020498501390124,TSMC,NVIDIA,0.0,2289.0,95.36,,2012.0,12.040816326530612,0.0,10.173333333333334,0.4238222222222222,1.223026321625205,-0.3351558160293431,1.538186798497002,1.5437800478278985
3422,NVIDIA GeForce FX 5600 XT PCI,GPU,2003-03-17,130.0,-0.1924452219154178,-0.5215660392014065,80.0,-1.1792947527544235,TSMC,NVIDIA,0.0,0.0,0.0,,2003.0,0.6611570247933884,0.0,0.0,0.0,-1.3127913442270704,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
3423,NVIDIA GeForce GT 230,GPU,2009-10-12,55.0,-0.0512294871919111,0.1253804608479569,505.0,-0.7909484104301184,TSMC,NVIDIA,0.0,156.0,0.0,medium <100,2009.0,2.576530612244898,0.0,2.08,0.0,-0.082989858631498,-0.3351558160293431,0.7367756536032964,-0.5700492493931122
3424,NVIDIA Tesla V100 FHHL,GPU,2018-03-27,12.0,2.420045870469456,5.464845574588703,21100.0,-0.522381180919093,TSMC,NVIDIA,26420.0,13210.0,6605.0,,2018.0,25.88957055214724,105.68,52.84,26.42,2.4211604179466923,3.770988630509134,2.0622313163881523,2.8042801306303065
3425,ATI Radeon Xpress 200 IGP,GPU,2004-11-08,130.0,-0.1924452219154178,-0.9356117992329992,624.0,-1.11846942202893,Unknown,ATI,0.0,0.0,0.0,,2004.0,8.547945205479452,0.0,0.0,0.0,0.0587896659076023,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
3426,NVIDIA GeForce 7050 + nForce 630i,GPU,2007-10-04,90.0,-0.1924452219154178,-0.866604172561067,112.0,-0.9313145582581804,Unknown,NVIDIA,0.0,0.0,0.0,,2007.0,1.382716049382716,0.0,0.0,0.0,-1.0893039505397044,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
3427,NVIDIA GeForce FX 5700 LE,GPU,2004-03-01,130.0,-0.1924452219154178,-0.4180545991935083,82.0,-1.1652581379716171,TSMC,NVIDIA,0.0,0.0,0.0,,2004.0,0.6165413533834586,0.0,0.0,0.0,-1.2964184116850197,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
3428,NVIDIA GRID K280Q,GPU,2013-06-28,28.0,2.067006533660689,0.9707238875791252,3540.0,-0.7020498501390124,TSMC,NVIDIA,0.0,2289.0,95.36,,2013.0,12.040816326530612,0.0,10.173333333333334,0.4238222222222222,1.223026321625205,-0.3351558160293431,1.538186798497002,1.5437800478278985
3429,ATI Radeon 7500,GPU,2001-08-14,150.0,-0.7855513077541458,-0.849352265893084,60.0,-1.1278271652174674,TSMC,ATI,0.0,0.0,0.0,low<30,2001.0,0.7228915662650602,0.0,0.0,0.0,-1.5031432301233638,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
3430,ATI FireMV 2400 PCIe x1,GPU,2008-01-01,130.0,-0.8279160281711978,-0.7717186858871604,75.0,-1.1652581379716171,TSMC,ATI,0.0,0.0,0.0,low<30,2008.0,0.8152173913043478,0.0,0.0,0.0,-1.355561027750858,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
3431,NVIDIA GeForce 9400 GT,GPU,2008-08-01,80.0,-0.4042688240006779,-0.4698103191974574,210.0,-0.969681305331184,TSMC,NVIDIA,0.0,29.38,0.0,medium <100,2008.0,1.653543307086614,0.0,0.5876,0.0,-0.670123908822026,-0.3351558160293431,0.2456350958277184,-0.5700492493931122
3432,NVIDIA GeForce GTX 950 OEM,GPU,2016-01-01,28.0,-0.1924452219154178,0.4014109675356853,2940.0,-0.522381180919093,TSMC,NVIDIA,0.0,2464.0,76.99,,2016.0,12.894736842105264,0.0,37.90769230769231,1.1844615384615385,1.0984010819643997,-0.3351558160293431,1.5602071563270057,1.445906075896798
3433,ATI Radeon HD 3450,GPU,2007-12-10,55.0,-0.7573081608094445,-0.9873675192369482,181.0,-0.8377371263728057,TSMC,ATI,0.0,48.0,0.0,low<30,2007.0,2.701492537313433,0.0,1.92,0.0,-0.7693702204631407,-0.3351558160293431,0.3885807888205743,-0.5700492493931122
3434,NVIDIA GeForce 7800 GS 20Pipes AGP,GPU,2006-02-02,110.0,-0.0512294871919111,1.307136067604794,302.0,-1.0014976321722115,TSMC,NVIDIA,0.0,0.0,0.0,medium <100,2006.0,0.9069069069069068,0.0,0.0,0.0,-0.427213018531133,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
3435,ATI Mobility Radeon HD 4530,GPU,2009-01-09,55.0,-0.1924452219154178,-0.9356117992329992,242.0,-0.9313145582581804,TSMC,ATI,0.0,80.0,0.0,,2009.0,3.315068493150685,0.0,1.2307692307692308,0.0,-0.5753402050649264,-0.3351558160293431,0.538880473651088,-0.5700492493931122
3437,AMD Radeon R7 250,GPU,2013-10-08,28.0,-0.3336609566389245,-0.5043141325334235,1500.0,-0.5336104727453379,TSMC,AMD,0.0,947.2,59.2,medium <100,2013.0,12.195121951219512,0.0,17.221818181818183,1.0763636363636364,0.6469014999135011,-0.3351558160293431,1.2745220888853586,1.3260993894368498
3438,AMD Radeon HD 6730M,GPU,2011-01-04,40.0,-0.6160924260859378,-0.6682072458792622,716.0,-0.7207653365160873,TSMC,AMD,0.0,696.0,0.0,medium <100,2011.0,6.884615384615385,0.0,19.88571428571429,0.0,0.1509694840574375,-0.3351558160293431,1.1824874944500303,-0.5700492493931122
3439,NVIDIA GeForce FX 5700 Ultra,GPU,2003-10-23,130.0,-0.4607551178900805,-0.4180545991935083,82.0,-0.954708916229524,TSMC,NVIDIA,0.0,0.0,0.0,medium <100,2003.0,0.6165413533834586,0.0,0.0,0.0,-1.2964184116850197,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
3440,ATI Mobility Radeon 9000,GPU,2002-09-01,150.0,-0.1924452219154178,-0.866604172561067,36.0,-1.1746158811601548,UMC,ATI,0.0,0.0,0.0,,2002.0,0.4444444444444444,0.0,0.0,0.0,-1.83874213957394,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
3441,AMD Radeon R8 M350DX,GPU,2015-12-12,28.0,-0.1924452219154178,-1.0822530059108548,690.0,-0.5055372431797255,TSMC,AMD,0.0,791.0,49.44,,2015.0,12.321428571428571,0.0,12.169230769230769,0.7606153846153846,0.1261759258842844,-0.3351558160293431,1.22069598453291,1.244246666594888
3442,NVIDIA Quadro4 100 NVS,GPU,2003-12-22,150.0,-0.9691317628947044,-1.0046194259049313,29.0,-1.1652581379716171,TSMC,NVIDIA,0.0,0.0,0.0,low<30,2003.0,0.4461538461538462,0.0,0.0,0.0,-1.979518504515129,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
3443,NVIDIA Quadro 2000D,GPU,2011-10-05,40.0,-0.2348099423324698,0.4876705008756004,1170.0,-0.814342768401462,TSMC,NVIDIA,0.0,480.0,40.0,medium <100,2011.0,4.915966386554622,0.0,7.741935483870968,0.6451612903225806,0.480246207855315,-0.3351558160293431,1.0715728923325232,1.1483615980482669
3444,NVIDIA Quadro M500M,GPU,2016-04-27,28.0,-0.6867002934476912,-0.2886652991836356,624.0,-0.4362899435845482,TSMC,NVIDIA,0.0,863.2,26.98,low<30,2016.0,4.216216216216216,0.0,28.773333333333333,0.8993333333333333,0.0587896659076023,-0.3351558160293431,1.2467839616447554,0.9715576989702852
3446,NVIDIA GeForce2 Ti,GPU,2001-10-01,150.0,-0.1924452219154178,-0.8062224992231264,25.0,-1.1652581379716171,TSMC,NVIDIA,0.0,0.0,0.0,,2001.0,0.2840909090909091,0.0,0.0,0.0,-2.075575941016059,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
3447,NVIDIA GeForce GT 630 Rev. 2 PCIe x8,GPU,2013-05-29,28.0,-0.7573081608094445,-0.8148484525571179,1020.0,-0.5551332820789742,TSMC,NVIDIA,0.0,692.7,28.86,low<30,2013.0,11.724137931034482,0.0,27.708,1.1544,0.3882332946797056,-0.3351558160293431,1.181068365212918,1.0016494680341734
3448,AMD Radeon R8 M445DX,GPU,2016-05-15,28.0,-0.1924452219154178,-0.4870622258654404,1550.0,-0.6692977489791313,TSMC,AMD,653.4,653.4,40.84,,2016.0,12.4,10.052307692307693,10.052307692307693,0.6283076923076923,0.6688974703519726,2.281186247004067,1.1636288598769913,1.1577462728070855
3449,NVIDIA Quadro NVS 210S,GPU,2003-12-22,90.0,-0.9550101894223538,-0.2886652991836356,624.0,-1.0014976321722115,Unknown,NVIDIA,0.0,0.0,0.0,low<30,2003.0,4.216216216216216,0.0,0.0,0.0,0.0587896659076023,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
3450,ATI Mobility Radeon HD 4650,GPU,2009-01-09,55.0,-0.6160924260859378,-0.3059172058516187,514.0,-0.9313145582581804,TSMC,ATI,0.0,320.0,0.0,medium <100,2009.0,3.52054794520548,0.0,9.142857142857142,0.0,-0.0711554432092155,-0.3351558160293431,0.9506384858930108,-0.5700492493931122
3451,AMD Radeon HD 6950M,GPU,2011-01-04,40.0,-0.4042688240006779,0.2633957141918211,1700.0,-0.8564526127498807,TSMC,AMD,0.0,1114.0,0.0,medium <100,2011.0,8.018867924528301,0.0,22.28,0.0,0.730865515487992,-0.3351558160293431,1.322977717515915,-0.5700492493931122
3452,NVIDIA GeForce GTX 760 Ti OEM,GPU,2013-09-27,28.0,1.2903199926814022,0.9707238875791252,3540.0,-0.5429682159338755,TSMC,NVIDIA,0.0,2634.0,109.8,high <200,2013.0,12.040816326530612,0.0,15.494117647058824,0.6458823529411765,1.223026321625205,-0.3351558160293431,1.580149689345564,1.6083947421219005
3453,ATI Radeon HD 5770 X2,GPU,2010-10-13,40.0,-0.1924452219154178,-0.1333981391717884,1040.0,-0.603793546659369,TSMC,ATI,0.0,1360.0,0.0,,2010.0,6.265060240963855,0.0,20.923076923076923,0.0,0.4012551764582283,-0.3351558160293431,1.3825933646960609,-0.5700492493931122
3454,NVIDIA GeForce 8400M GS,GPU,2007-05-09,80.0,-0.9550101894223538,-0.4698103191974574,210.0,-1.0248919901435551,TSMC,NVIDIA,0.0,25.6,0.0,low<30,2007.0,1.653543307086614,0.0,2.327272727272728,0.0,-0.670123908822026,-0.3351558160293431,0.2059023744507273,-0.5700492493931122
3455,ATI FireGL 9500 Z1-128,GPU,2002-10-01,150.0,-0.1924452219154178,0.2892735741937956,110.0,-1.095075064057586,TSMC,ATI,0.0,0.0,0.0,,2002.0,0.5116279069767442,0.0,0.0,0.0,-1.1012910004117955,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
3456,ATI All-In-Wonder 9200,GPU,2004-01-26,150.0,-0.1924452219154178,-0.7199629658832113,36.0,-1.1652581379716171,UMC,ATI,0.0,0.0,0.0,,2004.0,0.3673469387755102,0.0,0.0,0.0,-1.83874213957394,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
3457,ATI Radeon X1300,GPU,2005-10-05,80.0,-0.1924452219154178,-0.7027110592152283,107.0,-0.9781032742008678,UMC,ATI,0.0,0.0,0.0,,2005.0,1.07,0.0,0.0,0.0,-1.1196827523840902,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
3458,AMD Radeon HD 6480G IGP,GPU,2011-06-14,32.0,-0.6160924260859378,0.3927850142016938,1178.0,-0.844287546604782,TSMC,AMD,0.0,189.8,0.0,medium <100,2011.0,5.18942731277533,0.0,5.422857142857144,0.0,0.4848164856266136,-0.3351558160293431,0.7950799574682016,-0.5700492493931122
3459,AMD Radeon HD 7690M Rebrand,GPU,2012-01-07,40.0,-0.8279160281711978,-0.6682072458792622,716.0,-0.8377371263728057,TSMC,AMD,0.0,576.0,0.0,low<30,2012.0,6.884615384615385,0.0,28.8,0.0,0.1509694840574375,-0.3351558160293431,1.125988360623373,-0.5700492493931122
3460,ATI All-In-Wonder 9800 SE,GPU,2003-09-10,150.0,-0.1924452219154178,0.2892735741937956,117.0,-1.0454790251583377,TSMC,ATI,0.0,0.0,0.0,,2003.0,0.5441860465116279,0.0,0.0,0.0,-1.0602406685664252,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
3461,AMD Radeon Vega Frontier Edition Watercooled,GPU,2017-07-13,14.0,4.185242554513289,2.7045405077114197,12500.0,-0.1059616090291755,GF,AMD,26210.0,13110.0,819.2,,2017.0,25.252525252525253,69.89333333333333,34.96,2.184533333333333,2.069749487016999,3.7702802040787295,2.059959235169152,2.534713556734471
3463,NVIDIA GeForce 7600 GS,GPU,2006-03-22,90.0,-0.7290650138647432,-0.4870622258654404,177.0,-1.0248919901435551,TSMC,NVIDIA,0.0,0.0,0.0,low<30,2006.0,1.416,0.0,0.0,0.0,-0.7842876555825941,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
3464,NVIDIA GeForce 210,GPU,2009-10-12,40.0,-0.6725787199753405,-1.0736270525768632,260.0,-0.9125990718811056,TSMC,NVIDIA,0.0,39.36,0.0,medium <100,2009.0,4.56140350877193,0.0,1.2696774193548388,0.0,-0.5273728785243987,-0.3351558160293431,0.3305751685561908,-0.5700492493931122
3465,NVIDIA GeForce 9300M GS,GPU,2008-06-04,65.0,-0.9267670424776524,-0.8234744058911094,210.0,-0.8845258423154931,TSMC,NVIDIA,0.0,22.4,0.0,low<30,2008.0,2.441860465116279,0.0,1.723076923076923,0.0,-0.670123908822026,-0.3351558160293431,0.1675745090223566,-0.5700492493931122
3466,ATI Radeon HD 3870 Mac Edition,GPU,2008-06-12,55.0,0.3865392904509594,0.0908766475119908,666.0,-0.6721050719356925,TSMC,ATI,0.0,497.3,99.46,high <200,2008.0,3.46875,0.0,4.691509433962264,0.9383018867924529,0.1024471416580267,-0.3351558160293431,1.0821390279252896,1.5630616272243638
3467,NVIDIA Tesla P10,GPU,2016-09-13,16.0,2.420045870469456,2.497517627695623,11800.0,-0.4400330408599632,TSMC,NVIDIA,179.2,11470.0,358.3,,2016.0,25.05307855626327,0.7168,45.88,1.4332,2.0310687296026213,1.7607797609796272,2.020000395474704,2.152774012955514
3468,AMD Radeon 540X Mobile,GPU,2019-02-11,14.0,-0.4042688240006779,-0.6768331992132537,2200.0,-0.4821428852083818,GF,AMD,1121.0,1121.0,70.08,medium <100,2019.0,21.359223300970875,22.42,22.42,1.4016,0.903845404732356,2.498746422057201,1.3248491498146828,1.402975739976649
3469,AMD Radeon R5 Graphics,GPU,2017-09-05,28.0,-0.8985238955329512,-0.4870622258654404,1200.0,-1.2120468539143046,GF,AMD,691.2,691.2,345.6,low<30,2017.0,9.6,46.080000000000005,46.080000000000005,23.040000000000003,0.4972266315379331,2.303846650935006,1.1804210733000546,2.136121777290486
3470,NVIDIA GeForce 720M,GPU,2013-04-01,28.0,-0.6443355730306392,-0.564695805871364,585.0,-0.814342768401462,TSMC,NVIDIA,0.0,240.0,20.0,medium <100,2013.0,5.043103448275862,0.0,7.272727272727272,0.6060606060606061,0.0155393316786978,-0.3351558160293431,0.8649240849014002,0.8387669222843165
3471,ATI Mobility Radeon X1400,GPU,2006-01-19,90.0,-0.1924452219154178,-0.7027110592152283,107.0,-0.9827821457951366,TSMC,ATI,0.0,0.0,0.0,,2006.0,1.07,0.0,0.0,0.0,-1.1196827523840902,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
3472,ATI Mobility Radeon X2500,GPU,2007-06-01,90.0,-0.1924452219154178,-0.2714133925156526,157.0,-0.9687455310123304,TSMC,ATI,0.0,0.0,0.0,,2007.0,1.0466666666666666,0.0,0.0,0.0,-0.8642937767036017,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
3473,NVIDIA GeForce 6600 LE AGP,GPU,2005-01-01,110.0,-0.1924452219154178,-0.2369095791796866,146.0,-1.11846942202893,TSMC,NVIDIA,0.0,0.0,0.0,,2005.0,0.948051948051948,0.0,0.0,0.0,-0.9127333206076672,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
3474,AMD Radeon RX 580,GPU,2017-04-18,14.0,1.502143594766662,0.4359147808716513,5700.0,-0.2229333988858939,GF,AMD,6175.0,6175.0,385.9,high <200,2017.0,24.56896551724138,33.37837837837838,33.37837837837838,2.0859459459459457,1.5427006488519084,3.186981569019016,1.834857334499194,2.187020588236859
3475,AMD Radeon HD 6930,GPU,2011-12-01,40.0,1.5162651682390127,1.7901894543083188,2640.0,-0.6973709785447437,TSMC,AMD,0.0,1920.0,480.0,high <200,2011.0,6.786632390745501,0.0,10.32258064516129,2.5806451612903225,1.0261791860814775,-0.3351558160293431,1.4856459502643926,2.287759113735376
3476,NVIDIA GeForce GTX 1650 TU106,GPU,2020-06-18,12.0,0.1605941148933488,2.2732428410118435,10800.0,-0.0797599281012706,TSMC,NVIDIA,5699.0,2849.0,89.04,medium <100,2020.0,24.26966292134832,63.32222222222222,31.655555555555555,0.9893333333333334,1.9716319125570845,3.1546169994425104,1.6036041283661109,1.5123892164544936
3477,AMD Radeon R5 Mobile Graphics,GPU,2014-06-14,28.0,-0.8985238955329512,-0.6423293858772877,930.0,-0.6505822626020563,GF,AMD,0.0,204.8,12.8,low<30,2014.0,8.69158878504673,0.0,13.653333333333334,0.8533333333333334,0.3262906823498539,-0.3351558160293431,0.8177100539637645,0.6444846006836401
3478,NVIDIA GeForce GTX 970M,GPU,2014-10-07,28.0,-0.1924452219154178,1.8678230343142423,5200.0,-0.5345462470641917,TSMC,NVIDIA,0.0,2657.0,83.04,,2014.0,13.06532663316583,0.0,40.87692307692308,1.2775384615384615,1.4810855143484307,-0.3351558160293431,1.5827484681900883,1.480478277604942
3479,Intel UHD Graphics 617,GPU,2018-11-07,14.0,-0.8985238955329512,-0.2886652991836356,624.0,-1.11846942202893,Intel,Intel,806.4,403.2,100.8,low<30,2018.0,4.216216216216216,53.76,26.88,6.72,0.0587896659076023,2.365967002107786,1.019554883731227,1.5691931210383958
3480,NVIDIA GeForce2 Go 100,GPU,2001-02-06,180.0,-1.0821043506735095,-1.0132453792389229,20.0,-1.2822299278283356,TSMC,NVIDIA,0.0,0.0,0.0,low<30,2001.0,0.3125,0.0,0.0,0.0,-2.2189390411605854,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
3481,Intel HD Graphics 530,GPU,2015-09-01,14.0,-0.8985238955329512,-0.5043141325334235,624.0,-1.0716807060862426,Intel,Intel,729.6,364.8,91.2,low<30,2015.0,5.073170731707317,48.64,24.32,6.08,0.0587896659076023,2.325633438458056,0.9897050738455372,1.5233589360713558
3482,Intel UHD Graphics 620,GPU,2018-08-28,14.0,-0.8985238955329512,-0.2886652991836356,624.0,-1.11846942202893,Intel,Intel,768.0,384.0,96.0,low<30,2018.0,4.216216216216216,51.2,25.6,6.4,0.0587896659076023,2.3463039437075035,1.0050022867010586,1.5468432810771535
3484,NVIDIA Tesla K40d,GPU,2013-11-22,28.0,2.3494380031077022,3.273853427754859,7080.0,-0.7020498501390124,TSMC,NVIDIA,0.0,5046.0,1682.0,,2013.0,12.620320855614974,0.0,20.59591836734694,6.865306122448979,1.6882113969059636,-0.3351558160293431,1.774490684584972,2.8042801306303065
3485,ATI FireGL 9700 X1-256p,GPU,2002-07-01,150.0,-0.5878492791412365,0.2892735741937956,110.0,-1.09601083837644,TSMC,ATI,0.0,0.0,0.0,medium <100,2002.0,0.5116279069767442,0.0,0.0,0.0,-1.1012910004117955,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
3486,ATI Radeon SDR,GPU,2000-06-01,180.0,-0.7855513077541458,-0.5733217592053556,30.0,-1.243863180755332,TSMC,ATI,0.0,0.0,0.0,low<30,2000.0,0.2608695652173913,0.0,0.0,0.0,-1.9575081079055523,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
3487,AMD Radeon Pro VII,GPU,2020-05-13,7.0,2.420045870469456,1.289884160936811,13230.0,-0.089117671289808,TSMC,AMD,26110.0,13060.0,6528.0,,2020.0,39.96978851963746,104.44,52.24,26.112,2.107845950484696,3.7687377347350512,2.058816687658924,2.8042801306303065
3488,NVIDIA Quadro K1100M,GPU,2013-07-23,28.0,-0.4748766913624311,-0.547443899203381,1270.0,-0.7385450485743086,TSMC,NVIDIA,0.0,542.2,22.59,medium <100,2013.0,10.76271186440678,0.0,12.04888888888889,0.502,0.5352529682261327,-0.3351558160293431,1.1079376780907897,0.892583560561656
3489,ATI Mobility Radeon HD 4670,GPU,2009-01-09,55.0,-0.6160924260859378,-0.3059172058516187,514.0,-0.7675540524587747,TSMC,ATI,0.0,432.0,0.0,medium <100,2009.0,3.52054794520548,0.0,12.342857142857143,0.0,-0.0711554432092155,-0.3351558160293431,1.040136302812807,-0.5700492493931122
3490,AMD FirePro R5000,GPU,2013-02-25,28.0,1.0078885232343888,0.2633957141918211,2800.0,-0.6271879046307126,TSMC,AMD,0.0,1267.0,79.2,high <200,2013.0,13.20754716981132,0.0,8.446666666666667,0.528,1.065661756906218,-0.3351558160293431,1.3614285601644032,1.4588363177867472
3491,Intel UHD Graphics,GPU,2019-08-21,14.0,-0.8985238955329512,-0.2886652991836356,624.0,-1.11846942202893,Intel,Intel,691.2,345.6,86.4,low<30,2019.0,4.216216216216216,46.080000000000005,23.040000000000003,5.760000000000001,0.0587896659076023,2.303846650935006,0.9735829166899638,1.4986187201984162
3492,NVIDIA Tesla K40c,GPU,2013-10-08,28.0,2.3494380031077022,3.273853427754859,7080.0,-0.7020498501390124,TSMC,NVIDIA,0.0,5046.0,1682.0,,2013.0,12.620320855614974,0.0,20.59591836734694,6.865306122448979,1.6882113969059636,-0.3351558160293431,1.774490684584972,2.8042801306303065
3493,ATI Radeon X1900 XT,GPU,2006-01-01,90.0,0.3018098496168555,1.4710291809506328,384.0,-0.814342768401462,TSMC,ATI,0.0,0.0,0.0,medium <100,2006.0,1.0909090909090908,0.0,0.0,0.0,-0.2664399103920438,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
3494,AMD Radeon 620 Mobile,GPU,2019-05-13,28.0,-0.4042688240006779,-0.4870622258654404,1550.0,-0.7160864649218186,TSMC,AMD,786.4,786.4,49.15,medium <100,2019.0,12.4,15.728,15.728,0.983,0.6688974703519726,2.3558454553343102,1.2189541472857766,1.241578520917809
3495,Intel GMA 3000,GPU,2006-07-01,90.0,-0.9267670424776524,-0.2886652991836356,624.0,-1.0248919901435551,Intel,Intel,0.0,0.0,0.0,low<30,2006.0,4.216216216216216,0.0,0.0,0.0,0.0587896659076023,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
3496,NVIDIA GeForce GT 730,GPU,2014-06-18,40.0,-0.4183903974730285,-0.564695805871364,585.0,-0.744159694487431,TSMC,NVIDIA,0.0,268.8,22.4,medium <100,2014.0,5.043103448275862,0.0,5.485714285714286,0.4571428571428571,0.0155393316786978,-0.3351558160293431,0.8986794711002682,0.8888414581613924
3497,Intel Iris Xe Graphics G4,GPU,2020-09-02,10.0,-0.8985238955329512,-0.3059172058516187,624.0,-1.11846942202893,Intel,Intel,1690.0,844.8,211.2,low<30,2020.0,4.273972602739726,112.66666666666669,56.32,14.08,0.0587896659076023,2.664275272367969,1.240348508659178,1.90908301797182
3498,ATI Mobility Radeon 7000 IGP,GPU,2003-03-01,180.0,-0.1924452219154178,-0.7285889192172028,30.0,-1.2279550173348184,Unknown,ATI,0.0,0.0,0.0,,2003.0,0.3092783505154639,0.0,0.0,0.0,-1.9575081079055523,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
3499,ATI FireGL 9800 X2-256,GPU,2003-03-01,150.0,-0.1924452219154178,0.3151514341957702,117.0,-1.04360747652063,TSMC,ATI,0.0,0.0,0.0,,2003.0,0.536697247706422,0.0,0.0,0.0,-1.0602406685664252,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
3500,ATI Radeon 7200 64 MB,GPU,2000-04-01,180.0,-0.7855513077541458,-0.6078255725413216,30.0,-1.243863180755332,TSMC,ATI,0.0,0.0,0.0,low<30,2000.0,0.2702702702702703,0.0,0.0,0.0,-1.9575081079055523,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
3501,ATI Radeon HD 3650 AGP,GPU,2008-01-23,55.0,-0.1924452219154178,-0.4008026925255253,378.0,-0.7207653365160873,TSMC,ATI,0.0,174.0,0.0,medium <100,2008.0,2.8,0.0,2.6769230769230767,0.0,-0.2769834301077219,-0.3351558160293431,0.7692321131068272,-0.5700492493931122
3502,3dfx Voodoo4 4500 PCI,GPU,2000-10-13,250.0,-0.8985238955329512,-0.5991996192073301,14.0,-1.243863180755332,TSMC,Other,0.0,0.0,0.0,low<30,2000.0,0.125,0.0,0.0,0.0,-2.444798370017691,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
3503,AMD Radeon Vega 6 Mobile,GPU,2019-01-06,14.0,-0.8985238955329512,0.246143807523838,4940.0,-1.11846942202893,GF,AMD,1843.0,921.6,57.6,low<30,2019.0,23.52380952380953,122.86666666666666,61.440000000000005,3.84,1.4466613265252135,2.6992274120963344,1.2663378111112986,1.3136343129598873
3504,ATI All-In-Wonder 9600 PRO,GPU,2003-04-01,130.0,-0.1924452219154178,-0.9097339392310244,60.0,-1.0267635387812626,TSMC,ATI,0.0,0.0,0.0,,2003.0,0.7894736842105263,0.0,0.0,0.0,-1.5031432301233638,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
3505,AMD Radeon Vega 6 Mobile,GPU,2019-01-08,14.0,-0.8985238955329512,0.246143807523838,4940.0,-1.11846942202893,GF,AMD,1691.0,845.6,52.85,low<30,2019.0,23.52380952380953,112.73333333333332,56.373333333333335,3.523333333333333,1.4466613265252135,2.664513832773179,1.2406312098578112,1.2745180102174931
3506,AMD Radeon 540 Mobile,GPU,2019-03-26,14.0,-0.4042688240006779,-0.6768331992132537,2200.0,-0.3698499669459322,GF,AMD,1151.0,1151.0,71.94,medium <100,2019.0,21.359223300970875,23.02,23.02,1.4388,0.903845404732356,2.509394135160249,1.3327395065549617,1.414928809074376
3507,Intel i830MG Graphics,GPU,2002-01-01,150.0,-0.1924452219154178,-0.2886652991836356,624.0,-1.3056242857996794,Intel,Intel,0.0,0.0,0.0,,2002.0,4.216216216216216,0.0,0.0,0.0,0.0587896659076023,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
3508,NVIDIA Quadro FX 5500 SDI,GPU,2006-04-20,90.0,0.3582961435062581,0.1253804608479569,278.0,-0.7909484104301184,TSMC,NVIDIA,0.0,0.0,0.0,high <200,2006.0,1.4183673469387754,0.0,0.0,0.0,-0.4826058295812638,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
3509,NVIDIA GeForce GT 625M,GPU,2012-10-01,28.0,-0.8985238955329512,-0.564695805871364,585.0,-0.814342768401462,TSMC,NVIDIA,0.0,240.0,20.0,low<30,2012.0,5.043103448275862,0.0,16.0,1.3333333333333333,0.0155393316786978,-0.3351558160293431,0.8649240849014002,0.8387669222843165
3510,NVIDIA GeForce4 MX 460,GPU,2002-02-06,150.0,-0.1924452219154178,-1.0046194259049313,29.0,-1.11846942202893,TSMC,NVIDIA,0.0,0.0,0.0,,2002.0,0.4461538461538462,0.0,0.0,0.0,-1.979518504515129,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
